failure_event_id,asset_id,pm_event_id_context,failure_date,ticket_open_date,ticket_close_date,failure_category,severity,priority,description,downtime_hours,labor_hours,labor_cost,material_cost,other_costs,total_cost,root_cause,region,environment_type,model
FAIL_000122,GEN_0026,PM_000241,2023-06-02,2023-06-02,2023-06-02,Battery,Medium,Normal,Battery issue observed after PM cycle,7.72,3.79,416.82,1232.38,174.73,1407.11,Fuel contamination,West,Cold,CAT-450
FAIL_000123,GEN_0026,PM_000242,2023-09-09,2023-09-09,2023-09-09,Battery,Low,Normal,Battery issue observed after PM cycle,4.76,5.73,602.04,629.89,199.19,829.08,Overdue maintenance,West,Cold,CAT-450
FAIL_000124,GEN_0026,PM_000245,2024-09-16,2024-09-16,2024-09-16,Alternator,Low,Normal,Alternator issue observed after PM cycle,5.0,3.49,329.15,992.18,157.78,1149.96,Heat stress,West,Cold,CAT-450
FAIL_000125,GEN_0026,PM_000247,2025-06-22,2025-06-22,2025-06-22,Oil,Medium,Normal,Oil issue observed after PM cycle,1.0,3.84,334.38,529.29,198.33,727.62,Wear and tear,West,Cold,CAT-450
FAIL_000126,GEN_0026,PM_000248,2025-12-17,2025-12-17,2025-12-17,Battery,Medium,Normal,Battery issue observed after PM cycle,7.03,6.32,503.8,1505.38,252.5,1757.88,Wear and tear,West,Cold,CAT-450
FAIL_000127,GEN_0027,PM_000249,2023-02-20,2023-02-20,2023-02-20,Battery,High,High,Battery issue observed after PM cycle,6.8,6.51,505.26,1166.84,167.98,1334.82,Fuel contamination,South,Hot-Dry,KOH-400
FAIL_000128,GEN_0027,PM_000250,2023-05-01,2023-05-01,2023-05-01,Control Panel,Medium,Normal,Control Panel issue observed after PM cycle,5.25,3.54,361.67,499.8,98.66,598.46,Overdue maintenance,South,Hot-Dry,KOH-400
FAIL_000129,GEN_0027,PM_000250,2023-05-26,2023-05-26,2023-05-26,Alternator,High,High,Alternator issue observed after PM cycle,11.34,4.93,457.73,1707.65,216.27,1923.92,Corrosion,South,Hot-Dry,KOH-400
FAIL_000130,GEN_0027,PM_000254,2024-06-12,2024-06-12,2024-06-12,Battery,Low,Normal,Battery issue observed after PM cycle,8.82,4.76,317.36,623.82,173.55,797.37,Heat stress,South,Hot-Dry,KOH-400
FAIL_000131,GEN_0027,PM_000255,2024-08-07,2024-08-07,2024-08-07,Battery,Medium,Normal,Battery issue observed after PM cycle,2.17,4.57,340.61,897.1,253.78,1150.88,Heat stress,South,Hot-Dry,KOH-400
FAIL_000132,GEN_0027,PM_000256,2024-11-29,2024-11-29,2024-11-29,Battery,Medium,Normal,Battery issue observed after PM cycle,3.27,4.3,436.39,261.8,174.6,436.4,Corrosion,South,Hot-Dry,KOH-400
FAIL_000133,GEN_0027,PM_000256,2024-12-10,2024-12-10,2024-12-10,Cooling,Low,Normal,Cooling issue observed after PM cycle,3.02,6.47,485.91,625.3,183.3,808.6,Overdue maintenance,South,Hot-Dry,KOH-400
FAIL_000134,GEN_0027,PM_000259,2025-10-02,2025-10-02,2025-10-02,Battery,Medium,Normal,Battery issue observed after PM cycle,4.24,3.0,197.81,943.61,246.58,1190.19,Wear and tear,South,Hot-Dry,KOH-400
FAIL_000135,GEN_0028,PM_000261,2023-04-27,2023-04-27,2023-04-27,Cooling,High,High,Cooling issue observed after PM cycle,10.07,6.25,550.28,1369.98,130.68,1500.66,Heat stress,South,Urban,CUM-500
FAIL_000136,GEN_0028,PM_000262,2023-08-06,2023-08-06,2023-08-06,Fuel,Medium,Normal,Fuel issue observed after PM cycle,3.93,3.47,349.92,443.93,134.04,577.97,Corrosion,South,Urban,CUM-500
FAIL_000137,GEN_0028,PM_000267,2025-02-12,2025-02-12,2025-02-12,Fuel,Low,Normal,Fuel issue observed after PM cycle,5.49,4.64,498.51,1293.54,203.43,1496.97,Fuel contamination,South,Urban,CUM-500
FAIL_000138,GEN_0028,PM_000268,2025-04-26,2025-04-26,2025-04-26,Cooling,Medium,Normal,Cooling issue observed after PM cycle,1.58,3.18,281.52,873.13,142.39,1015.52,Overdue maintenance,South,Urban,CUM-500
FAIL_000139,GEN_0028,PM_000269,2025-09-29,2025-09-29,2025-09-29,Oil,Critical,High,Oil issue observed after PM cycle,11.31,5.7,380.23,1800.68,170.33,1971.01,Heat stress,South,Urban,CUM-500
FAIL_000140,GEN_0029,PM_000271,2023-07-24,2023-07-24,2023-07-24,Fuel,Medium,Normal,Fuel issue observed after PM cycle,2.79,2.46,262.46,1246.49,209.84,1456.33,Corrosion,North,Coastal,KOH-400
FAIL_000141,GEN_0029,PM_000272,2024-03-03,2024-03-03,2024-03-03,Fuel,Medium,Normal,Fuel issue observed after PM cycle,6.82,4.82,502.4,946.76,277.81,1224.57,Wear and tear,North,Coastal,KOH-400
FAIL_000142,GEN_0029,PM_000272,2024-03-27,2024-03-27,2024-03-27,Cooling,Medium,Normal,Cooling issue observed after PM cycle,5.98,3.18,264.74,1580.59,187.78,1768.37,Fuel contamination,North,Coastal,KOH-400
FAIL_000143,GEN_0029,PM_000273,2024-07-28,2024-07-28,2024-07-28,Alternator,Low,Normal,Alternator issue observed after PM cycle,9.1,1.58,150.43,773.2,127.52,900.72,Overdue maintenance,North,Coastal,KOH-400
FAIL_000144,GEN_0029,PM_000274,2025-04-08,2025-04-08,2025-04-08,Fuel,Low,Normal,Fuel issue observed after PM cycle,4.98,3.58,266.02,999.29,156.17,1155.46,Wear and tear,North,Coastal,KOH-400
FAIL_000145,GEN_0030,PM_000279,2023-10-22,2023-10-22,2023-10-22,Fuel,High,High,Fuel issue observed after PM cycle,6.32,3.65,275.04,990.41,136.23,1126.64,Wear and tear,West,Coastal,CAT-450
FAIL_000146,GEN_0030,PM_000281,2024-06-09,2024-06-09,2024-06-09,Battery,Critical,High,Battery issue observed after PM cycle,8.51,6.18,563.87,1324.74,221.99,1546.73,Overdue maintenance,West,Coastal,CAT-450
FAIL_000147,GEN_0030,PM_000281,2024-06-16,2024-06-16,2024-06-16,Starter,Low,Normal,Starter issue observed after PM cycle,6.95,2.37,182.61,1107.1,149.11,1256.21,Wear and tear,West,Coastal,CAT-450
FAIL_000148,GEN_0030,PM_000284,2025-04-06,2025-04-06,2025-04-06,Control Panel,Low,Normal,Control Panel issue observed after PM cycle,4.82,5.34,358.48,1150.53,168.78,1319.31,Heat stress,West,Coastal,CAT-450
FAIL_000149,GEN_0030,PM_000285,2025-05-25,2025-05-25,2025-05-25,Starter,Critical,High,Starter issue observed after PM cycle,5.46,4.86,378.72,1420.71,166.03,1586.74,Overdue maintenance,West,Coastal,CAT-450
FAIL_000150,GEN_0031,PM_000289,2023-08-27,2023-08-27,2023-08-27,Starter,High,High,Starter issue observed after PM cycle,15.23,7.41,768.26,1807.28,116.41,1923.69,Corrosion,Central,Urban,GENX-550
FAIL_000151,GEN_0031,PM_000289,2023-09-09,2023-09-09,2023-09-09,Starter,Low,Normal,Starter issue observed after PM cycle,6.57,1.0,67.95,1159.69,160.86,1320.55,Electrical instability,Central,Urban,GENX-550
FAIL_000152,GEN_0031,PM_000291,2024-05-17,2024-05-17,2024-05-17,Control Panel,Low,Normal,Control Panel issue observed after PM cycle,7.35,2.4,161.43,1183.84,232.17,1416.01,Overdue maintenance,Central,Urban,GENX-550
FAIL_000153,GEN_0031,PM_000293,2025-01-26,2025-01-26,2025-01-26,Cooling,Medium,Normal,Cooling issue observed after PM cycle,8.84,2.19,210.16,1262.99,235.2,1498.19,Fuel contamination,Central,Urban,GENX-550
FAIL_000154,GEN_0031,PM_000294,2025-04-19,2025-04-19,2025-04-19,Oil,Medium,Normal,Oil issue observed after PM cycle,3.89,4.69,360.53,853.37,239.62,1092.99,Wear and tear,Central,Urban,GENX-550
FAIL_000155,GEN_0031,PM_000295,2025-09-20,2025-09-20,2025-09-20,Oil,High,High,Oil issue observed after PM cycle,11.73,6.0,476.01,1559.79,186.16,1745.95,Electrical instability,Central,Urban,GENX-550
FAIL_000156,GEN_0032,PM_000297,2023-05-08,2023-05-08,2023-05-08,Control Panel,Low,Normal,Control Panel issue observed after PM cycle,6.99,4.9,458.37,1393.17,206.86,1600.03,Electrical instability,West,Cold,CAT-450
FAIL_000157,GEN_0032,PM_000299,2023-12-21,2023-12-21,2023-12-21,Alternator,Medium,Normal,Alternator issue observed after PM cycle,6.49,2.78,302.74,1406.49,88.98,1495.47,Wear and tear,West,Cold,CAT-450
FAIL_000158,GEN_0032,PM_000300,2024-04-03,2024-04-03,2024-04-03,Control Panel,Medium,Normal,Control Panel issue observed after PM cycle,6.08,2.93,310.97,779.55,191.17,970.72,Wear and tear,West,Cold,CAT-450
FAIL_000159,GEN_0032,PM_000301,2024-09-08,2024-09-08,2024-09-08,Fuel,Low,Normal,Fuel issue observed after PM cycle,5.4,4.32,323.44,1036.85,217.95,1254.8,Electrical instability,West,Cold,CAT-450
FAIL_000160,GEN_0032,PM_000301,2024-09-23,2024-09-23,2024-09-23,Fuel,Low,Normal,Fuel issue observed after PM cycle,5.98,4.44,334.22,1173.79,180.39,1354.18,Heat stress,West,Cold,CAT-450
FAIL_000161,GEN_0032,PM_000303,2025-05-12,2025-05-12,2025-05-12,Control Panel,Medium,Normal,Control Panel issue observed after PM cycle,7.36,1.95,191.73,1380.85,139.88,1520.73,Overdue maintenance,West,Cold,CAT-450
FAIL_000162,GEN_0032,PM_000303,2025-05-19,2025-05-19,2025-05-19,Starter,High,High,Starter issue observed after PM cycle,13.55,4.73,435.42,1683.56,167.08,1850.64,Corrosion,West,Cold,CAT-450
FAIL_000163,GEN_0033,PM_000306,2023-02-25,2023-02-25,2023-02-25,Alternator,High,High,Alternator issue observed after PM cycle,7.76,6.06,647.77,1839.07,184.97,2024.04,Overdue maintenance,South,Urban,CUM-500
FAIL_000164,GEN_0033,PM_000312,2024-11-01,2024-11-01,2024-11-01,Battery,Medium,Normal,Battery issue observed after PM cycle,5.95,2.51,180.89,120.0,144.46,264.46,Heat stress,South,Urban,CUM-500
FAIL_000165,GEN_0033,PM_000313,2025-01-28,2025-01-28,2025-01-28,Oil,High,High,Oil issue observed after PM cycle,7.89,7.75,622.64,1716.11,225.92,1942.03,Heat stress,South,Urban,CUM-500
FAIL_000166,GEN_0033,PM_000314,2025-06-10,2025-06-10,2025-06-10,Alternator,Medium,Normal,Alternator issue observed after PM cycle,6.99,3.04,317.15,1325.55,219.86,1545.41,Overdue maintenance,South,Urban,CUM-500
FAIL_000167,GEN_0033,PM_000315,2025-09-04,2025-09-04,2025-09-04,Battery,Medium,Normal,Battery issue observed after PM cycle,5.91,3.31,346.81,849.0,285.92,1134.92,Electrical instability,South,Urban,CUM-500
FAIL_000168,GEN_0033,PM_000315,2025-09-25,2025-09-25,2025-09-25,Fuel,Low,Normal,Fuel issue observed after PM cycle,6.43,2.8,213.14,902.45,180.76,1083.21,Overdue maintenance,South,Urban,CUM-500
FAIL_000169,GEN_0033,PM_000316,2025-12-14,2025-12-14,2025-12-14,Battery,Low,Normal,Battery issue observed after PM cycle,6.53,3.99,360.49,795.25,149.98,945.23,Wear and tear,South,Urban,CUM-500
FAIL_000170,GEN_0034,PM_000321,2024-05-10,2024-05-10,2024-05-10,Cooling,Medium,Normal,Cooling issue observed after PM cycle,7.2,3.11,227.96,964.51,195.6,1160.11,Overdue maintenance,South,Hot-Dry,CUM-500
FAIL_000171,GEN_0034,PM_000321,2024-05-27,2024-05-27,2024-05-27,Cooling,Medium,Normal,Cooling issue observed after PM cycle,3.44,3.87,379.25,971.16,165.91,1137.07,Heat stress,South,Hot-Dry,CUM-500
FAIL_000172,GEN_0034,PM_000322,2024-09-16,2024-09-16,2024-09-16,Control Panel,Medium,Normal,Control Panel issue observed after PM cycle,4.28,4.79,437.69,1026.59,169.69,1196.28,Heat stress,South,Hot-Dry,CUM-500
FAIL_000173,GEN_0034,PM_000324,2025-03-15,2025-03-15,2025-03-15,Cooling,High,High,Cooling issue observed after PM cycle,12.31,6.51,669.97,1473.39,132.92,1606.31,Fuel contamination,South,Hot-Dry,CUM-500
FAIL_000174,GEN_0035,PM_000329,2023-07-02,2023-07-02,2023-07-02,Battery,High,High,Battery issue observed after PM cycle,4.69,4.99,398.55,1542.53,181.79,1724.32,Overdue maintenance,South,Hot-Dry,CAT-450
FAIL_000175,GEN_0035,PM_000329,2023-07-21,2023-07-21,2023-07-21,Control Panel,Medium,Normal,Control Panel issue observed after PM cycle,5.12,4.33,333.95,1100.03,217.08,1317.11,Heat stress,South,Hot-Dry,CAT-450
FAIL_000176,GEN_0035,PM_000330,2023-10-15,2023-10-15,2023-10-15,Alternator,Low,Normal,Alternator issue observed after PM cycle,8.33,2.34,190.6,1380.14,173.47,1553.61,Wear and tear,South,Hot-Dry,CAT-450
FAIL_000177,GEN_0035,PM_000331,2023-12-25,2023-12-25,2023-12-25,Oil,High,High,Oil issue observed after PM cycle,13.31,6.43,524.81,1074.31,218.18,1292.49,Heat stress,South,Hot-Dry,CAT-450
FAIL_000178,GEN_0035,PM_000333,2024-07-15,2024-07-15,2024-07-15,Oil,Low,Normal,Oil issue observed after PM cycle,4.79,3.15,271.73,1005.68,206.94,1212.62,Heat stress,South,Hot-Dry,CAT-450
FAIL_000179,GEN_0035,PM_000338,2025-11-02,2025-11-02,2025-11-02,Fuel,Critical,High,Fuel issue observed after PM cycle,7.23,3.63,316.53,1433.39,220.68,1654.07,Overdue maintenance,South,Hot-Dry,CAT-450
FAIL_000180,GEN_0036,PM_000342,2024-01-09,2024-01-09,2024-01-09,Battery,High,High,Battery issue observed after PM cycle,12.34,6.1,516.9,884.47,181.4,1065.87,Corrosion,West,Coastal,MTU-480
FAIL_000181,GEN_0036,PM_000343,2024-06-13,2024-06-13,2024-06-13,Alternator,Medium,Normal,Alternator issue observed after PM cycle,6.22,4.17,437.47,641.75,138.87,780.62,Heat stress,West,Coastal,MTU-480
FAIL_000182,GEN_0036,PM_000344,2024-12-03,2024-12-03,2024-12-03,Oil,Low,Normal,Oil issue observed after PM cycle,9.03,2.8,290.6,1313.59,184.5,1498.09,Wear and tear,West,Coastal,MTU-480
FAIL_000183,GEN_0036,PM_000345,2025-04-17,2025-04-17,2025-04-17,Oil,Medium,Normal,Oil issue observed after PM cycle,5.52,2.84,298.02,1480.84,144.32,1625.16,Electrical instability,West,Coastal,MTU-480
FAIL_000184,GEN_0036,PM_000346,2025-08-02,2025-08-02,2025-08-02,Cooling,Medium,Normal,Cooling issue observed after PM cycle,5.4,1.0,105.45,786.95,224.98,1011.93,Wear and tear,West,Coastal,MTU-480
FAIL_000185,GEN_0036,PM_000347,2025-11-04,2025-11-04,2025-11-04,Starter,High,High,Starter issue observed after PM cycle,10.78,3.61,263.35,1231.11,116.33,1347.44,Overdue maintenance,West,Coastal,MTU-480
FAIL_000186,GEN_0037,PM_000348,2023-04-12,2023-04-12,2023-04-12,Fuel,Medium,Normal,Fuel issue observed after PM cycle,6.13,2.73,222.72,741.8,167.13,908.93,Fuel contamination,North,Coastal,CUM-500
FAIL_000187,GEN_0037,PM_000351,2024-02-23,2024-02-23,2024-02-23,Oil,Medium,Normal,Oil issue observed after PM cycle,11.22,3.45,311.22,943.26,204.76,1148.02,Wear and tear,North,Coastal,CUM-500
FAIL_000188,GEN_0037,PM_000351,2024-03-15,2024-03-15,2024-03-15,Fuel,Low,Normal,Fuel issue observed after PM cycle,8.51,5.06,473.18,1190.86,196.01,1386.87,Overdue maintenance,North,Coastal,CUM-500
FAIL_000189,GEN_0037,PM_000352,2024-04-29,2024-04-29,2024-04-29,Alternator,Medium,Normal,Alternator issue observed after PM cycle,3.07,4.85,471.64,812.8,188.53,1001.33,Electrical instability,North,Coastal,CUM-500
FAIL_000190,GEN_0037,PM_000352,2024-05-21,2024-05-21,2024-05-21,Battery,High,High,Battery issue observed after PM cycle,8.17,5.48,466.44,1749.64,200.76,1950.4,Electrical instability,North,Coastal,CUM-500
FAIL_000191,GEN_0037,PM_000356,2025-06-18,2025-06-18,2025-06-18,Battery,Low,Normal,Battery issue observed after PM cycle,1.88,2.71,219.85,600.25,190.97,791.22,Wear and tear,North,Coastal,CUM-500
FAIL_000192,GEN_0037,PM_000356,2025-07-27,2025-07-27,2025-07-27,Starter,High,High,Starter issue observed after PM cycle,8.43,3.89,365.51,1722.05,259.28,1981.33,Overdue maintenance,North,Coastal,CUM-500
FAIL_000193,GEN_0037,PM_000357,2025-10-17,2025-10-17,2025-10-17,Fuel,Low,Normal,Fuel issue observed after PM cycle,3.14,2.19,214.78,553.42,153.39,706.81,Fuel contamination,North,Coastal,CUM-500
FAIL_000194,GEN_0038,PM_000362,2023-12-13,2023-12-13,2023-12-13,Fuel,Low,Normal,Fuel issue observed after PM cycle,2.44,3.51,267.03,957.2,161.98,1119.18,Wear and tear,East,Rural,CAT-450
FAIL_000195,GEN_0038,PM_000363,2024-05-02,2024-05-02,2024-05-02,Battery,Medium,Normal,Battery issue observed after PM cycle,1.0,3.23,323.64,966.07,195.39,1161.46,Overdue maintenance,East,Rural,CAT-450
FAIL_000196,GEN_0038,PM_000365,2024-10-22,2024-10-22,2024-10-22,Cooling,Low,Normal,Cooling issue observed after PM cycle,1.0,1.7,139.22,1120.44,128.33,1248.77,Corrosion,East,Rural,CAT-450
FAIL_000197,GEN_0038,PM_000365,2024-11-19,2024-11-19,2024-11-19,Battery,Medium,Normal,Battery issue observed after PM cycle,6.58,5.06,451.63,777.7,228.08,1005.78,Fuel contamination,East,Rural,CAT-450
FAIL_000198,GEN_0038,PM_000368,2025-07-09,2025-07-09,2025-07-09,Alternator,Low,Normal,Alternator issue observed after PM cycle,9.48,7.09,466.34,1007.37,286.12,1293.49,Wear and tear,East,Rural,CAT-450
FAIL_000199,GEN_0039,PM_000375,2024-08-11,2024-08-11,2024-08-11,Oil,Medium,Normal,Oil issue observed after PM cycle,5.97,4.76,463.33,969.41,174.75,1144.16,Wear and tear,North,Coastal,CAT-450
FAIL_000200,GEN_0039,PM_000376,2024-10-22,2024-10-22,2024-10-22,Oil,Low,Normal,Oil issue observed after PM cycle,4.5,3.72,302.04,988.41,252.65,1241.06,Electrical instability,North,Coastal,CAT-450
FAIL_000201,GEN_0039,PM_000378,2025-04-07,2025-04-07,2025-04-07,Starter,High,High,Starter issue observed after PM cycle,12.1,8.29,628.16,1631.73,159.24,1790.97,Fuel contamination,North,Coastal,CAT-450
FAIL_000202,GEN_0039,PM_000378,2025-04-17,2025-04-17,2025-04-17,Fuel,Medium,Normal,Fuel issue observed after PM cycle,9.95,4.18,404.48,994.03,169.13,1163.16,Fuel contamination,North,Coastal,CAT-450
FAIL_000203,GEN_0039,PM_000378,2025-04-22,2025-04-22,2025-04-22,Fuel,Medium,Normal,Fuel issue observed after PM cycle,7.44,2.27,224.71,1099.07,263.64,1362.71,Overdue maintenance,North,Coastal,CAT-450
FAIL_000204,GEN_0039,PM_000380,2025-11-23,2025-11-23,2025-11-23,Battery,Low,Normal,Battery issue observed after PM cycle,4.51,2.24,155.45,1261.09,186.14,1447.23,Wear and tear,North,Coastal,CAT-450
FAIL_000205,GEN_0040,PM_000383,2023-12-28,2023-12-28,2023-12-28,Oil,Low,Normal,Oil issue observed after PM cycle,1.33,3.88,321.89,840.38,215.8,1056.18,Overdue maintenance,North,Urban,GENX-550
FAIL_000206,GEN_0040,PM_000385,2024-09-19,2024-09-19,2024-09-19,Control Panel,Medium,Normal,Control Panel issue observed after PM cycle,1.0,3.09,233.02,746.96,164.16,911.12,Electrical instability,North,Urban,GENX-550
FAIL_000207,GEN_0041,PM_000395,2024-08-03,2024-08-03,2024-08-03,Fuel,Low,Normal,Fuel issue observed after PM cycle,5.06,3.91,264.91,426.92,178.68,605.6,Fuel contamination,East,Rural,CAT-450
FAIL_000208,GEN_0042,PM_000402,2023-04-25,2023-04-25,2023-04-25,Cooling,Critical,High,Cooling issue observed after PM cycle,9.71,4.33,350.3,1012.32,102.25,1114.57,Overdue maintenance,Central,Cold,KOH-400
FAIL_000209,GEN_0042,PM_000403,2023-08-11,2023-08-11,2023-08-11,Fuel,High,High,Fuel issue observed after PM cycle,9.81,7.79,814.03,1508.78,228.86,1737.64,Electrical instability,Central,Cold,KOH-400
FAIL_000210,GEN_0042,PM_000403,2023-10-13,2023-10-13,2023-10-13,Oil,High,High,Oil issue observed after PM cycle,11.53,4.29,411.61,1513.63,129.51,1643.14,Overdue maintenance,Central,Cold,KOH-400
FAIL_000211,GEN_0042,PM_000404,2023-12-03,2023-12-03,2023-12-03,Cooling,High,High,Cooling issue observed after PM cycle,4.29,4.34,463.1,1213.68,99.81,1313.49,Electrical instability,Central,Cold,KOH-400
FAIL_000212,GEN_0042,PM_000409,2025-03-15,2025-03-15,2025-03-15,Control Panel,Low,Normal,Control Panel issue observed after PM cycle,7.55,3.3,327.38,736.82,227.71,964.53,Wear and tear,Central,Cold,KOH-400
FAIL_000213,GEN_0042,PM_000410,2025-06-17,2025-06-17,2025-06-17,Starter,High,High,Starter issue observed after PM cycle,6.96,7.04,495.17,1837.59,137.23,1974.82,Electrical instability,Central,Cold,KOH-400
FAIL_000214,GEN_0043,PM_000414,2023-09-10,2023-09-10,2023-09-10,Starter,Low,Normal,Starter issue observed after PM cycle,1.3,2.96,247.75,821.13,171.21,992.34,Heat stress,South,Urban,MTU-480
FAIL_000215,GEN_0043,PM_000416,2024-03-30,2024-03-30,2024-03-30,Battery,Critical,High,Battery issue observed after PM cycle,12.04,5.25,501.71,1216.11,166.03,1382.14,Wear and tear,South,Urban,MTU-480
FAIL_000216,GEN_0043,PM_000418,2025-02-04,2025-02-04,2025-02-04,Battery,Medium,Normal,Battery issue observed after PM cycle,5.73,2.7,247.0,1233.71,127.04,1360.75,Fuel contamination,South,Urban,MTU-480
FAIL_000217,GEN_0043,PM_000420,2025-09-19,2025-09-19,2025-09-19,Oil,Medium,Normal,Oil issue observed after PM cycle,2.73,4.41,438.22,1154.19,232.33,1386.52,Electrical instability,South,Urban,MTU-480
FAIL_000218,GEN_0044,PM_000422,2023-05-14,2023-05-14,2023-05-14,Oil,Medium,Normal,Oil issue observed after PM cycle,10.22,5.22,448.98,1604.41,153.57,1757.98,Overdue maintenance,West,Rural,KOH-400
FAIL_000219,GEN_0044,PM_000426,2024-07-22,2024-07-22,2024-07-22,Battery,High,High,Battery issue observed after PM cycle,12.42,5.25,506.22,2000.89,198.92,2199.81,Fuel contamination,West,Rural,KOH-400
FAIL_000220,GEN_0044,PM_000427,2024-11-22,2024-11-22,2024-11-22,Oil,Medium,Normal,Oil issue observed after PM cycle,9.96,3.15,315.83,1087.11,162.84,1249.95,Wear and tear,West,Rural,KOH-400
FAIL_000221,GEN_0044,PM_000428,2025-03-18,2025-03-18,2025-03-18,Control Panel,Low,Normal,Control Panel issue observed after PM cycle,4.92,1.78,170.24,1113.84,226.64,1340.48,Corrosion,West,Rural,KOH-400
FAIL_000222,GEN_0044,PM_000429,2025-09-11,2025-09-11,2025-09-11,Cooling,Medium,Normal,Cooling issue observed after PM cycle,4.72,3.44,375.25,1263.98,198.89,1462.87,Overdue maintenance,West,Rural,KOH-400
FAIL_000223,GEN_0044,PM_000429,2025-09-26,2025-09-26,2025-09-26,Battery,Medium,Normal,Battery issue observed after PM cycle,5.3,3.83,308.33,1364.29,114.96,1479.25,Heat stress,West,Rural,KOH-400
FAIL_000224,GEN_0044,PM_000430,2025-12-30,2025-12-30,2025-12-30,Control Panel,Medium,Normal,Control Panel issue observed after PM cycle,3.51,3.95,363.29,1364.56,278.9,1643.46,Wear and tear,West,Rural,KOH-400
FAIL_000225,GEN_0045,PM_000438,2025-01-25,2025-01-25,2025-01-25,Battery,Medium,Normal,Battery issue observed after PM cycle,2.88,2.37,251.45,586.22,137.54,723.76,Wear and tear,South,Rural,CAT-450
FAIL_000226,GEN_0045,PM_000438,2025-01-27,2025-01-27,2025-01-27,Cooling,Low,Normal,Cooling issue observed after PM cycle,11.17,5.15,518.7,1024.6,141.48,1166.08,Corrosion,South,Rural,CAT-450
